date,wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-04-05 08:10:00,0.57,1.08,137.4,0.0,0.0,328.77,616.22,642.08,13.77,454.1
2020-04-05 10:10:00,1.29,2.44,168.6,0.0,0.0,610.46,1164.29,1184.36,23.29,431.3
2020-04-05 12:10:00,3.22,5.97,135.7,0.0,0.0,738.03,1415.06,1426.64,26.95,416.5
2020-04-05 14:10:00,2.43,5.41,142.8,0.0,0.0,654.12,1253.86,1265.06,28.13,414.4
2020-04-05 16:10:00,4.45,6.57,85.3,0.0,0.0,393.36,742.86,771.23,28.52,415.2
2020-04-05 18:10:00,3.34,5.85,81.6,0.0,0.0,29.38,86.29,94.79,26.73,415.2
2020-04-05 20:10:00,0.39,1.34,222.2,0.0,0.0,0.0,0.0,0.0,22.84,421.7
2020-04-05 22:10:00,1.03,1.76,201.8,0.0,0.0,0.0,0.0,0.0,20.45,423.2
2020-04-06 00:10:00,0.43,1.56,195.9,0.0,0.0,0.0,0.0,0.0,18.23,436.3
2020-04-06 02:10:00,0.48,0.84,62.81,0.0,0.0,0.0,0.0,0.0,15.72,443.6
2020-04-06 04:10:00,0.66,1.36,118.6,0.0,0.0,0.0,0.0,0.0,13.52,459.7
2020-04-06 06:10:00,0.46,1.16,156.7,0.0,0.0,31.39,60.62,79.54,12.29,457.8
2020-04-06 08:10:00,0.93,2.12,158.4,0.0,0.0,356.34,667.37,693.63,16.61,452.6
2020-04-06 10:10:00,2.19,4.14,157.1,0.0,0.0,644.06,1220.85,1232.82,24.07,421.5
2020-04-06 12:10:00,1.76,3.28,104.6,0.0,0.0,749.9,1440.15,1445.94,29.06,416.1
2020-04-06 14:10:00,1.38,3.76,123.6,0.0,0.0,656.54,1262.74,1279.15,33.43,414.8
2020-04-06 16:10:00,2.33,4.16,208.0,0.0,0.0,399.2,766.02,791.7,35.55,412.5
2020-04-06 18:10:00,1.28,1.96,359.1,0.0,0.0,25.96,85.52,92.28,34.89,414.8
2020-04-06 20:10:00,0.61,1.16,49.74,0.0,0.0,0.0,0.0,0.0,28.09,425.3
2020-04-06 22:10:00,0.69,1.68,209.5,0.0,0.0,0.0,0.0,0.0,23.67,433.0
2020-04-07 00:10:00,0.54,0.82,144.6,0.0,0.0,0.0,0.0,0.0,20.7,450.8
2020-04-07 02:10:00,0.4,1.3,122.7,0.0,0.0,0.0,0.0,0.0,18.57,456.5
2020-04-07 04:10:00,1.11,2.4,20.4,0.0,0.0,0.0,0.0,0.0,16.84,459.7
2020-04-07 06:10:00,0.87,1.5,210.8,0.0,0.0,35.61,65.44,80.69,15.71,477.4
2020-04-07 08:10:00,0.61,1.2,73.2,0.0,0.0,338.03,642.28,668.15,18.85,480.8
2020-04-07 10:10:00,1.8,3.32,47.96,0.0,0.0,614.69,1187.64,1205.98,27.69,427.2
2020-04-07 12:10:00,4.28,6.85,46.73,0.0,0.0,736.42,1436.29,1453.67,28.32,420.4
2020-04-07 14:10:00,5.04,7.45,29.79,0.0,0.0,638.23,1242.08,1259.27,27.96,417.1
2020-04-07 16:10:00,4.64,6.57,35.56,0.0,0.0,387.32,741.51,768.73,28.31,415.3
2020-04-07 18:10:00,3.08,5.01,36.52,0.0,0.0,39.44,107.53,117.57,27.15,421.5
2020-04-07 20:10:00,2.13,2.96,11.91,0.0,0.0,0.0,0.0,0.0,23.94,419.4
2020-04-07 22:10:00,0.18,0.36,40.37,0.0,0.0,0.0,0.0,0.0,22.38,435.6
2020-04-08 00:10:00,0.32,0.8,110.5,0.0,0.0,0.0,0.0,0.0,20.82,449.0
2020-04-08 02:10:00,0.35,0.74,325.3,0.0,0.0,0.0,0.0,0.0,19.18,454.4
2020-04-08 04:10:00,0.46,0.84,224.2,0.0,0.0,0.0,0.0,0.0,17.54,455.6
2020-04-08 06:10:00,0.79,1.32,210.0,0.0,0.0,19.92,42.08,51.54,16.9,475.0
2020-04-08 08:10:00,0.99,1.54,186.1,0.0,0.0,154.12,306.18,329.92,17.76,465.4
2020-04-08 10:10:00,0.49,1.04,134.8,0.0,0.0,633.4,1207.53,1223.17,21.91,453.6
2020-04-08 12:10:00,2.24,3.64,34.53,0.0,0.0,751.91,1436.29,1442.08,30.22,420.4
2020-04-08 14:10:00,3.04,4.88,200.3,0.0,0.0,675.05,1275.1,1286.29,33.75,414.6
2020-04-08 16:10:00,1.45,2.4,164.0,0.0,0.0,406.24,766.99,794.21,35.44,413.4
2020-04-08 18:10:00,0.57,1.4,168.3,0.0,0.0,26.16,89.19,95.95,33.73,414.5
2020-04-08 20:10:00,0.19,0.68,3.37,0.0,0.0,0.0,0.0,0.0,27.47,418.2
2020-04-08 22:10:00,1.25,1.96,237.1,0.0,0.0,0.0,0.0,0.0,22.87,426.4
2020-04-09 00:10:00,0.33,0.5,192.4,0.0,0.0,0.0,0.0,0.0,20.16,443.8
2020-04-09 02:10:00,0.41,1.04,183.3,0.0,0.0,0.0,0.0,0.0,18.18,448.2
2020-04-09 04:10:00,0.19,0.52,81.8,0.0,0.0,0.0,0.0,0.0,16.58,464.0
2020-04-09 06:10:00,0.51,1.7,44.72,0.0,0.0,39.84,72.59,87.07,15.56,480.3
2020-04-09 08:10:00,1.22,2.32,209.1,0.0,0.0,364.99,673.74,714.67,18.23,467.2
2020-04-09 10:10:00,3.03,4.4,38.57,0.0,0.0,619.92,1189.19,1207.34,25.12,434.8
2020-04-09 12:10:00,2.88,4.95,49.28,0.0,0.0,716.5,1399.61,1405.4,27.32,416.6
2020-04-09 14:10:00,4.19,5.89,29.1,0.0,0.0,647.08,1242.08,1557.91,29.03,414.6
2020-04-09 16:10:00,2.95,4.3,37.02,0.0,0.0,308.45,609.07,781.08,29.48,412.2
2020-04-09 18:10:00,3.64,5.29,43.07,0.0,0.0,42.45,112.55,122.97,27.47,413.3
2020-04-09 20:10:00,0.43,0.64,37.91,0.0,0.0,0.0,0.0,0.0,24.35,416.4
2020-04-09 22:10:00,1.01,2.0,221.2,0.0,0.0,0.0,0.0,0.0,22.16,426.1
2020-04-10 00:10:00,0.26,0.46,61.37,0.0,0.0,0.0,0.0,0.0,20.08,440.0
2020-04-10 02:10:00,0.38,0.7,116.1,0.0,0.0,0.0,0.0,0.0,18.38,470.5
2020-04-10 04:10:00,0.35,1.04,93.8,0.0,0.0,0.0,0.0,0.0,16.85,466.1
2020-04-10 06:10:00,1.16,2.12,183.7,0.0,0.0,32.39,69.69,80.69,15.68,462.6
2020-04-10 08:10:00,0.49,1.2,113.3,0.0,0.0,292.15,569.3,757.91,18.31,478.3
2020-04-10 10:10:00,1.6,2.72,54.57,0.0,0.0,635.61,1222.39,1440.15,24.15,437.9
2020-04-10 12:10:00,4.01,5.93,39.92,0.0,0.0,819.72,1583.01,1677.6,27.81,418.5
2020-04-10 14:10:00,2.35,4.77,352.1,0.0,0.0,683.3,1317.95,1399.61,30.32,414.6
2020-04-10 16:10:00,1.22,3.5,317.1,0.0,0.0,395.57,762.74,832.24,30.93,413.8
2020-04-10 18:10:00,3.69,5.89,23.82,0.0,0.0,35.61,100.39,110.62,29.83,412.8
2020-04-10 20:10:00,3.66,6.21,20.84,0.0,0.0,0.0,0.0,0.0,22.84,418.9
2020-04-10 22:10:00,1.37,2.2,319.9,0.0,0.0,0.0,0.0,0.0,19.56,421.3
2020-04-11 00:10:00,0.41,1.08,96.1,0.0,0.0,0.0,0.0,0.0,18.1,440.1
2020-04-11 02:10:00,0.28,0.84,172.3,0.0,0.0,0.0,0.0,0.0,16.23,442.9
2020-04-11 04:10:00,0.35,0.68,202.4,0.0,0.0,0.0,0.0,0.0,14.43,449.8
2020-04-11 06:10:00,0.8,1.28,223.6,0.0,0.0,70.62,115.44,139.19,13.26,446.3
2020-04-11 08:10:00,0.82,1.44,132.7,0.0,0.0,384.91,730.5,755.02,16.92,455.5
2020-04-11 10:10:00,1.08,2.0,77.1,0.0,0.0,647.08,1248.07,1292.47,25.13,424.3
2020-04-11 12:10:00,1.19,2.62,144.7,0.0,0.0,779.68,1519.3,1548.26,27.76,416.1
2020-04-11 14:10:00,2.02,4.53,27.5,0.0,0.0,680.48,1321.23,1330.5,30.29,413.7
2020-04-11 16:10:00,2.75,4.4,40.71,0.0,0.0,426.56,818.92,845.95,28.71,414.3
2020-04-11 18:10:00,3.28,5.09,44.08,0.0,0.0,38.83,100.77,107.72,27.03,418.3
2020-04-11 20:10:00,0.53,1.12,322.8,0.0,0.0,0.0,0.0,0.0,22.31,425.1
2020-04-11 22:10:00,1.6,2.14,216.5,0.0,0.0,0.0,0.0,0.0,19.98,427.5
2020-04-12 00:10:00,0.61,1.16,192.3,0.0,0.0,0.0,0.0,0.0,17.85,431.2
2020-04-12 02:10:00,0.72,1.2,191.0,0.0,0.0,0.0,0.0,0.0,16.02,447.7
2020-04-12 04:10:00,0.61,0.92,175.6,0.0,0.0,0.0,0.0,0.0,14.57,451.9
2020-04-12 06:10:00,1.39,2.46,159.7,0.0,0.0,66.6,109.46,130.31,13.38,458.8
2020-04-12 08:10:00,1.03,1.7,153.7,0.0,0.0,390.54,738.8,762.35,17.41,455.4
2020-04-12 10:10:00,1.73,2.56,162.4,0.0,0.0,633.0,1219.5,1259.65,26.87,424.0
2020-04-12 12:10:00,3.39,5.93,198.0,0.0,0.0,447.48,886.87,1442.08,32.71,410.5
2020-04-12 14:10:00,4.45,8.77,209.6,0.0,0.0,521.93,1023.94,1561.78,34.68,411.6
2020-04-12 16:10:00,2.3,3.54,208.5,0.0,0.0,136.02,277.22,333.2,33.72,412.1
2020-04-12 18:10:00,2.26,3.64,228.3,0.0,0.0,47.08,94.4,107.53,32.32,413.9
2020-04-12 20:10:00,2.98,3.88,227.3,0.0,0.0,0.0,0.0,0.0,28.6,422.6
2020-04-12 22:10:00,1.99,2.96,230.5,0.0,0.0,0.0,0.0,0.0,25.78,425.6
2020-04-13 00:10:00,0.5,1.8,89.6,0.0,0.0,0.0,0.0,0.0,24.06,454.0
2020-04-13 02:10:00,0.31,0.68,159.9,0.0,0.0,0.0,0.0,0.0,22.06,458.6
2020-04-13 04:10:00,0.59,1.28,69.05,0.0,0.0,0.0,0.0,0.0,20.56,476.5
2020-04-13 06:10:00,1.37,3.36,295.0,0.0,0.0,20.32,42.86,43.82,19.79,434.9
2020-04-13 08:10:00,3.87,6.13,22.2,0.0,0.0,80.89,168.92,277.41,20.43,434.8
2020-04-13 10:10:00,4.48,6.45,27.34,0.0,170.0,84.1,196.33,252.51,18.83,423.8
2020-04-13 12:10:00,2.84,5.21,11.96,0.0,220.0,105.43,243.24,260.04,16.43,419.5
2020-04-13 14:10:00,2.47,5.53,17.57,0.0,0.0,467.0,907.34,1292.28,16.64,416.7
2020-04-13 16:10:00,1.87,4.13,350.7,0.0,0.0,318.51,603.47,997.49,20.59,416.4
2020-04-13 18:10:00,1.63,5.21,339.6,0.0,0.0,59.76,116.41,125.29,20.06,417.0
2020-04-13 20:10:00,1.29,2.44,263.2,0.0,0.0,0.0,0.0,0.0,17.01,420.5
2020-04-13 22:10:00,2.41,3.22,256.2,0.0,0.0,0.0,0.0,0.0,14.45,423.7
2020-04-14 00:10:00,2.0,3.73,255.5,0.0,0.0,0.0,0.0,0.0,12.35,423.6
2020-04-14 02:10:00,1.9,4.01,266.2,0.0,0.0,0.0,0.0,0.0,11.89,422.1
2020-04-14 04:10:00,1.83,3.65,255.6,0.0,0.0,0.0,0.0,0.0,12.58,421.7
2020-04-14 06:10:00,1.42,2.04,257.3,0.0,0.0,28.77,70.66,79.15,11.65,422.7
2020-04-14 08:10:00,1.79,4.61,1.53,0.0,0.0,238.83,467.76,897.1,14.56,420.7
2020-04-14 10:10:00,2.86,6.69,22.2,0.0,0.0,152.92,299.23,415.25,16.59,418.3
2020-04-14 12:10:00,2.1,3.89,345.2,0.0,0.0,746.48,1420.85,2123.55,17.76,416.9
2020-04-14 14:10:00,2.18,4.77,266.7,0.0,0.0,625.55,1203.86,1976.83,19.43,415.3
2020-04-14 16:10:00,1.38,3.26,341.6,0.0,0.0,456.94,869.88,918.53,22.34,414.1
2020-04-14 18:10:00,0.73,2.46,304.9,0.0,0.0,37.63,106.37,134.56,22.66,414.3
2020-04-14 20:10:00,1.81,2.52,251.4,0.0,0.0,0.0,0.0,0.0,18.18,417.4
2020-04-14 22:10:00,2.02,2.44,247.6,0.0,0.0,0.0,0.0,0.0,15.46,418.0
2020-04-15 00:10:00,1.79,2.8,200.9,0.0,0.0,0.0,0.0,0.0,13.89,433.9
2020-04-15 02:10:00,1.8,2.82,153.9,0.0,0.0,0.0,0.0,0.0,12.6,444.5
2020-04-15 04:10:00,0.55,0.96,214.9,0.0,0.0,0.0,0.0,0.0,11.88,447.4
2020-04-15 06:10:00,1.06,1.84,189.9,0.0,0.0,44.87,88.8,104.83,11.4,456.5
2020-04-15 08:10:00,1.04,1.68,182.1,0.0,0.0,312.47,606.18,666.22,13.28,445.5
2020-04-15 10:10:00,4.03,6.19,210.0,0.0,0.0,578.27,1120.27,1178.38,20.19,414.9
2020-04-15 12:10:00,1.97,4.44,333.7,0.0,0.0,810.87,1579.15,1841.7,24.53,412.4
2020-04-15 14:10:00,2.1,5.33,350.9,0.0,0.0,466.8,920.27,1187.06,26.56,409.8
2020-04-15 16:10:00,1.36,3.08,285.8,0.0,0.0,261.97,520.08,563.9,29.27,411.0
2020-04-15 18:10:00,0.87,1.64,304.7,0.0,0.0,44.87,113.9,154.44,29.48,411.3
2020-04-15 20:10:00,0.89,1.7,324.5,0.0,0.0,0.0,0.0,0.0,24.65,412.0
2020-04-15 22:10:00,1.38,2.28,205.5,0.0,0.0,0.0,0.0,0.0,20.46,427.5
2020-04-16 00:10:00,0.73,1.36,198.1,0.0,0.0,0.0,0.0,0.0,18.05,439.6
2020-04-16 02:10:00,0.74,1.54,171.4,0.0,0.0,0.0,0.0,0.0,16.08,454.2
2020-04-16 04:10:00,0.8,2.56,118.1,0.0,0.0,0.0,0.0,0.0,14.46,454.4
2020-04-16 06:10:00,1.08,1.68,142.3,0.0,0.0,76.66,138.03,174.9,13.74,455.1
2020-04-16 08:10:00,0.98,1.64,152.7,0.0,0.0,334.21,652.51,803.09,18.04,453.2
2020-04-16 10:10:00,0.94,2.28,119.2,0.0,0.0,655.13,1273.94,1432.43,25.95,422.9
2020-04-16 12:10:00,1.33,2.96,95.4,0.0,0.0,797.79,1557.91,1627.41,31.67,412.8
2020-04-16 14:10:00,0.98,2.32,305.5,0.0,0.0,684.91,1334.56,1395.75,35.12,409.9
2020-04-16 16:10:00,3.45,5.4,32.86,0.0,0.0,432.8,829.73,854.05,34.89,406.9
2020-04-16 18:10:00,0.88,1.84,336.1,0.0,0.0,52.31,122.39,167.18,32.37,409.9
2020-04-16 20:10:00,0.44,0.92,243.0,0.0,0.0,0.0,0.0,0.0,28.09,419.9
2020-04-16 22:10:00,1.14,1.52,28.53,0.0,0.0,0.0,0.0,0.0,24.57,420.8
2020-04-17 00:10:00,0.35,1.12,116.1,0.0,0.0,0.0,0.0,0.0,22.17,441.9
2020-04-17 02:10:00,0.14,0.32,66.28,0.0,0.0,0.0,0.0,0.0,20.39,445.6
2020-04-17 04:10:00,0.59,1.76,35.88,0.0,0.0,0.0,0.0,0.0,18.81,430.4
2020-04-17 06:10:00,0.36,0.88,86.4,0.0,0.0,70.62,124.52,138.03,17.7,443.9
2020-04-17 08:10:00,0.76,1.48,115.2,0.0,0.0,380.28,721.04,746.91,21.12,450.0
2020-04-17 10:10:00,2.05,4.08,43.44,0.0,0.0,656.94,1268.92,1288.61,27.08,424.9
2020-04-17 12:10:00,2.35,4.36,59.27,0.0,0.0,761.97,1490.35,1501.93,28.46,417.6
2020-04-17 14:10:00,3.62,5.31,44.93,0.0,0.0,703.62,1364.86,1384.17,29.69,412.4
2020-04-17 16:10:00,3.2,4.57,43.35,0.0,0.0,412.68,789.19,816.99,29.55,411.5
2020-04-17 18:10:00,3.79,4.91,33.5,0.0,0.0,62.98,147.88,210.42,28.3,413.5
2020-04-17 20:10:00,1.12,1.68,2.88,0.0,0.0,0.0,0.0,0.0,24.49,419.4
2020-04-17 22:10:00,0.49,0.96,19.36,0.0,0.0,0.0,0.0,0.0,22.21,424.8
2020-04-18 00:10:00,0.61,0.88,103.9,0.0,0.0,0.0,0.0,0.0,20.41,444.0
2020-04-18 02:10:00,0.58,1.04,42.08,0.0,0.0,0.0,0.0,0.0,18.62,449.5
2020-04-18 04:10:00,0.65,0.92,204.1,0.0,0.0,0.0,0.0,0.0,16.96,456.1
2020-04-18 06:10:00,0.27,0.76,73.0,0.0,0.0,52.52,108.3,138.03,16.11,471.1
2020-04-18 08:10:00,1.08,1.96,92.7,0.0,0.0,421.13,780.89,814.48,19.07,472.1
2020-04-18 10:10:00,1.32,3.04,343.2,0.0,0.0,603.62,1176.06,1370.66,26.03,435.0
2020-04-18 12:10:00,1.78,3.76,87.5,0.0,0.0,660.97,1309.84,1538.61,30.58,412.3
2020-04-18 14:10:00,4.34,6.33,36.56,0.0,0.0,572.64,1092.47,1606.18,31.93,413.4
2020-04-18 16:10:00,4.41,6.77,32.77,0.0,0.0,323.74,627.99,842.47,29.84,412.7
2020-04-18 18:10:00,2.16,3.46,65.01,0.0,0.0,68.21,139.38,150.77,28.02,411.3
2020-04-18 20:10:00,1.42,2.0,42.16,0.0,0.0,0.0,0.0,0.0,25.76,417.6
2020-04-18 22:10:00,2.91,4.28,257.7,0.0,0.0,0.0,0.0,0.0,22.32,419.4
2020-04-19 00:10:00,0.79,1.24,38.37,0.0,0.0,0.0,0.0,0.0,21.19,432.0
2020-04-19 02:10:00,5.73,7.19,21.05,0.5,600.0,0.0,0.0,0.0,20.4,428.3
2020-04-19 04:10:00,1.18,2.26,304.2,0.0,0.0,0.0,0.0,0.0,16.55,427.8
2020-04-19 06:10:00,1.41,1.86,320.4,0.0,0.0,4.63,12.74,15.83,16.22,431.7
2020-04-19 08:10:00,2.74,4.61,28.42,0.0,0.0,258.75,505.79,591.31,16.44,431.2
2020-04-19 10:10:00,3.89,6.33,40.84,0.0,0.0,589.94,1122.2,1523.17,18.58,425.2
2020-04-19 12:10:00,4.53,6.21,52.06,0.0,0.0,797.38,1534.75,1542.47,21.25,420.9
2020-04-19 14:10:00,4.92,8.33,71.7,0.0,0.0,715.29,1374.52,1388.03,23.83,413.3
2020-04-19 16:10:00,4.32,6.13,67.58,0.0,0.0,463.18,875.29,902.12,24.36,412.1
2020-04-19 18:10:00,4.24,6.85,69.13,0.0,0.0,71.63,152.51,261.39,23.56,413.7
2020-04-19 20:10:00,5.43,6.91,47.41,0.0,0.0,0.0,0.0,0.0,20.0,416.5
2020-04-19 22:10:00,2.9,4.69,30.15,0.0,0.0,0.0,0.0,0.0,17.46,422.8
2020-04-20 00:10:00,3.47,4.93,12.02,0.0,0.0,0.0,0.0,0.0,15.74,425.1
2020-04-20 02:10:00,3.09,4.29,344.4,0.0,0.0,0.0,0.0,0.0,14.38,426.2
2020-04-20 04:10:00,3.17,4.49,354.8,0.0,0.0,0.0,0.0,0.0,13.43,429.7
2020-04-20 06:10:00,3.51,4.51,17.51,0.0,0.0,105.43,174.52,199.03,12.09,431.9
2020-04-20 08:10:00,4.61,6.81,42.83,0.0,0.0,443.86,811.78,837.84,15.52,424.2
2020-04-20 10:10:00,5.85,8.97,69.73,0.0,0.0,715.9,1348.26,1362.93,21.49,415.0
2020-04-20 12:10:00,7.22,11.79,51.6,0.0,0.0,826.16,1579.15,1583.01,21.24,414.9
2020-04-20 14:10:00,6.53,10.21,68.48,0.0,0.0,736.22,1399.61,1420.85,22.31,413.4
2020-04-20 16:10:00,7.55,10.29,62.83,0.0,0.0,474.45,887.45,911.58,23.11,414.0
2020-04-20 18:10:00,6.46,11.09,56.49,0.0,0.0,84.71,169.69,265.06,22.72,415.1
2020-04-20 20:10:00,4.24,8.21,55.78,0.0,0.0,0.0,0.0,0.0,19.73,418.6
2020-04-20 22:10:00,4.51,5.73,43.3,0.0,0.0,0.0,0.0,0.0,17.7,421.3
2020-04-21 00:10:00,4.2,5.73,41.37,0.0,0.0,0.0,0.0,0.0,16.18,424.6
2020-04-21 02:10:00,5.08,6.41,34.8,0.0,0.0,0.0,0.0,0.0,14.66,425.3
2020-04-21 04:10:00,3.5,5.09,29.58,0.0,0.0,0.0,0.0,0.0,13.78,427.5
2020-04-21 06:10:00,3.42,5.01,21.83,0.0,0.0,107.24,181.27,205.41,12.94,429.8
2020-04-21 08:10:00,5.09,7.37,54.39,0.0,0.0,445.47,816.22,842.28,16.0,424.3
2020-04-21 10:10:00,5.9,9.09,60.61,0.0,0.0,716.5,1349.23,1368.73,20.67,417.4
2020-04-21 12:10:00,5.9,8.61,68.34,0.0,0.0,816.1,1567.57,1583.01,22.31,414.1
2020-04-21 14:10:00,6.78,10.49,54.71,0.0,0.0,724.95,1389.96,1409.27,24.26,412.5
2020-04-21 16:10:00,7.29,12.89,63.56,0.0,0.0,465.39,877.03,903.47,24.94,412.2
2020-04-21 18:10:00,6.87,11.97,57.91,0.0,0.0,94.77,188.22,266.41,24.43,412.8
2020-04-21 20:10:00,5.03,7.55,55.34,0.0,0.0,0.0,0.0,0.0,21.38,416.3
2020-04-21 22:10:00,3.86,6.37,63.38,0.0,0.0,0.0,0.0,0.0,19.84,419.2
2020-04-22 00:10:00,2.42,4.33,21.57,0.0,0.0,0.0,0.0,0.0,18.39,426.4
2020-04-22 02:10:00,3.7,5.17,14.75,0.0,0.0,0.0,0.0,0.0,16.6,427.9
2020-04-22 04:10:00,4.31,5.53,354.1,0.0,0.0,0.0,0.0,0.0,15.1,432.3
2020-04-22 06:10:00,1.69,2.88,4.03,0.0,0.0,112.07,190.93,215.44,13.97,433.6
2020-04-22 08:10:00,4.37,6.21,39.7,0.0,0.0,454.73,831.85,857.72,18.06,424.8
2020-04-22 10:10:00,5.21,8.19,49.19,0.0,0.0,721.53,1361.0,1382.24,22.82,417.3
2020-04-22 12:10:00,6.46,9.67,54.18,0.0,0.0,825.55,1583.01,1590.73,24.28,412.4
2020-04-22 14:10:00,5.28,8.31,61.69,0.0,0.0,735.01,1409.27,1426.64,26.1,411.3
2020-04-22 16:10:00,5.64,8.99,63.22,0.0,0.0,470.82,893.24,919.11,26.99,410.0
2020-04-22 18:10:00,5.29,9.05,63.47,0.0,0.0,106.64,207.53,281.08,26.73,411.1
2020-04-22 20:10:00,3.84,5.75,57.32,0.0,0.0,0.0,0.0,0.0,22.84,415.9
2020-04-22 22:10:00,2.95,5.15,49.71,0.0,0.0,0.0,0.0,0.0,20.77,419.3
2020-04-23 00:10:00,2.49,3.44,348.1,0.0,0.0,0.0,0.0,0.0,19.94,425.2
2020-04-23 02:10:00,0.45,0.96,70.2,0.0,0.0,0.0,0.0,0.0,18.52,431.1
2020-04-23 04:10:00,0.26,0.52,83.3,0.0,0.0,0.0,0.0,0.0,16.69,450.9
2020-04-23 06:10:00,0.24,0.68,150.3,0.0,0.0,109.86,195.17,219.3,15.42,454.1
2020-04-23 08:10:00,0.56,1.08,122.1,0.0,0.0,439.84,822.01,847.68,20.14,448.9
2020-04-23 10:10:00,1.92,3.46,67.26,0.0,0.0,720.52,1372.59,1388.03,27.09,416.6
2020-04-23 12:10:00,4.49,6.37,148.7,0.0,0.0,823.94,1588.8,1594.59,28.45,413.2
2020-04-23 14:10:00,3.08,6.15,125.9,0.0,0.0,726.36,1397.68,1407.33,31.32,412.0
2020-04-23 16:10:00,1.24,2.68,68.09,0.0,0.0,465.59,889.38,918.72,33.46,408.8
2020-04-23 18:10:00,2.38,4.7,51.25,0.0,0.0,113.68,221.81,279.15,33.92,409.5
2020-04-23 20:10:00,1.87,2.52,355.5,0.0,0.0,0.0,0.0,0.0,26.88,412.9
2020-04-23 22:10:00,0.13,0.32,23.75,0.0,0.0,0.0,0.0,0.0,23.5,423.6
2020-04-24 00:10:00,1.21,1.76,180.9,0.0,0.0,0.0,0.0,0.0,20.82,441.9
2020-04-24 02:10:00,0.81,1.88,177.3,0.0,0.0,0.0,0.0,0.0,18.66,460.7
2020-04-24 04:10:00,0.9,1.42,178.3,0.0,0.0,0.0,0.0,0.0,17.17,459.1
2020-04-24 06:10:00,0.88,1.44,191.6,0.0,0.0,63.38,123.36,138.03,16.34,476.9
2020-04-24 08:10:00,1.21,2.04,180.8,0.0,0.0,302.62,583.01,599.61,19.13,454.4
2020-04-24 10:10:00,1.97,3.44,261.8,0.0,0.0,523.54,1010.81,1058.3,26.06,411.1
2020-04-24 12:10:00,2.33,5.09,325.3,0.0,0.0,727.36,1407.33,1534.75,30.19,407.2
2020-04-24 14:10:00,2.06,6.37,258.1,0.0,0.0,691.15,1332.43,1432.43,32.78,409.7
2020-04-24 16:10:00,2.03,4.88,290.7,0.0,0.0,352.31,681.08,900.96,33.15,410.5
2020-04-24 18:10:00,1.6,4.04,286.7,0.0,0.0,85.92,172.78,189.58,31.84,415.0
2020-04-24 20:10:00,1.68,2.96,260.6,0.0,0.0,0.0,0.0,0.0,27.22,417.2
2020-04-24 22:10:00,2.6,3.44,247.6,0.0,0.0,0.0,0.0,0.0,23.49,417.7
2020-04-25 00:10:00,2.79,3.88,257.2,0.0,0.0,0.0,0.0,0.0,21.48,426.0
2020-04-25 02:10:00,1.3,2.28,260.6,0.0,0.0,0.0,0.0,0.0,19.52,424.1
2020-04-25 04:10:00,1.16,2.28,22.6,0.0,0.0,0.0,0.0,0.0,17.55,427.5
2020-04-25 06:10:00,1.37,2.2,246.6,0.0,0.0,45.67,99.61,159.65,17.02,421.8
2020-04-25 08:10:00,1.8,4.73,290.7,0.0,0.0,150.91,302.7,389.77,18.43,417.9
2020-04-25 10:10:00,1.94,4.49,253.6,0.0,0.0,267.0,539.96,569.11,19.9,415.1
2020-04-25 12:10:00,1.33,2.96,300.7,0.0,0.0,401.81,795.95,1523.17,21.84,412.1
2020-04-25 14:10:00,2.34,4.4,7.88,0.0,0.0,296.78,583.98,654.25,23.2,412.4
2020-04-25 16:10:00,1.7,3.36,52.17,0.0,0.0,405.63,789.77,1121.23,23.94,411.3
2020-04-25 18:10:00,0.64,1.76,12.28,0.0,0.0,65.79,138.42,141.7,24.15,411.6
2020-04-25 20:10:00,0.2,0.44,199.4,0.0,0.0,0.0,0.0,0.0,22.04,414.4
2020-04-25 22:10:00,0.78,1.16,215.2,0.0,0.0,0.0,0.0,0.0,19.95,424.6
2020-04-26 00:10:00,0.73,1.22,226.3,0.0,0.0,0.0,0.0,0.0,18.95,434.2
2020-04-26 02:10:00,0.41,1.26,178.5,0.0,0.0,0.0,0.0,0.0,16.64,446.3
2020-04-26 04:10:00,0.33,0.64,153.6,0.0,0.0,0.0,0.0,0.0,14.65,441.6
2020-04-26 06:10:00,0.41,1.0,141.8,0.0,0.0,125.15,223.94,245.95,13.42,456.4
2020-04-26 08:10:00,1.15,2.22,160.4,0.0,0.0,460.76,865.44,890.35,18.19,448.0
2020-04-26 10:10:00,2.21,3.64,130.1,0.0,0.0,733.2,1401.54,1457.53,27.02,413.6
2020-04-26 12:10:00,1.94,4.81,101.1,0.0,0.0,846.28,1646.72,1666.02,29.04,412.2
2020-04-26 14:10:00,2.76,4.48,57.06,0.0,0.0,725.55,1411.2,1440.15,30.75,411.0
2020-04-26 16:10:00,1.55,3.6,15.91,0.0,0.0,477.06,920.66,935.33,31.33,409.4
2020-04-26 18:10:00,2.35,3.4,30.04,0.0,0.0,148.89,279.54,307.14,30.0,409.3
2020-04-26 20:10:00,0.74,1.72,245.1,0.0,0.0,0.0,0.0,0.0,25.0,412.3
2020-04-26 22:10:00,1.65,2.4,219.0,0.0,0.0,0.0,0.0,0.0,21.73,420.9
